	Study name	Outcome	PERSON	Sample size        	Correlation	Cor.Joe	Fisher's Z	Z.Joe	Std Err	Std.Err.Joe	t	df	p	Full Reference	Long Dup	raw r?	Study	SEX	Best?	Best.Joe	AGE	East/West	setting2	Setting	1st	2nd	3rd	4th	aveORonlyR	aveDVs	Country	Concern	Test	p-value	
467	YS01PBb	ProsBeh	.	1050	-0.018		-1.80E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503. "	Blank	y	1	MF	y		Child	East	Nonexp	Nonexp	.	.	.	.	-0.018	"T1, T2"	Japan				
468	YS01PBbs	ProsBeh	.	1050	-0.0521		-5.21E-02		3.09E-02					"Yukawa, S., & Sakamoto, A. (2001). Terebi oyobi terebigemu niokeru bouryoku ga seishounen no kougekisei ni oyobosu eikyo: chugakusei oyobi koukousei wo taisho toshita juudan deta no bunseki [The effects of television and videogame violence on aggression of youth: A longitudinal study of junior high school and high school students]. Proceeding of the 42nd convention of the Japanese Society of Social Psychology, pp. 502-503. "	Blank	n	1	MF	y		Child	East	Nonexp	NonexpS	-0.0883	-0.0157	.	.	-0.0521	"T1,T2"	Japan				
302	My03AB	AggBeh	Third	22	0.2085		0.21160266		0.229415734					"Mine, Y. (2003). Terebigemu to kougekikoudou: Nakayoshi no tomodachi to kakutoukei gemu wo surutoki [Video games and aggressive behavior: When playing fighting games with close friends]. Studies on Education and Psychology: Journal of the Graduate School Kyoto Women's University, 145-154. "	NB	y	1	MF	n		Child	East	Exp	Exp	.	.	.	.	0.2085	.	Japan				
416	T06AB	AggBeh	First	14	0.5808		0.663669097		0.301511345					"Tamamiya, Y. (2006). Konpyutaagemu no bouryokusei to sougosayousei ga pureiyaa ni ataeru eikyo [The effect of violence and interaction of computer games on player]. Proceeding of the 4th joint research conference of the Game Amusement Society, pp. 15-18."	NB	y	1	M	n		Adult	East	Exp	Exp	.	.	.	.	0.5808	.	Japan				
474	YY01ABn	AggBeh	Third	30	-0.1888		-0.191092521		0.19245009					"Yukawa, S., & Yoshida, F. (2001). Bouryokuteki terebigemu to kougeki: Gemu _tokusei oyobi sankasei no kouka [Violent video games and aggression: The effects of game format and participation], Tsukuba Psychological Research, 23,115-127. "	NB	y	1	M	n		Adult	East	Exp	Exp	.	.	.	.	-0.1888	.	Japan				
278	M06AC	AggCog	Third	48	0.0434		4.34E-02		0.149071198					"Mori, M. (2006). Bouryoku-teki gemu no eizougenjitsusei ga kougeki ni kanrensuru ninchi ni ataeru eikyou [Effects of realistic graphics of violent video games on aggression-related cognition]. Proceeding of the 47th convention of the Japanese Society of Social Psychology, pp. 564-565."	NB	y	1	MF	n		Adult	East	Exp	Exp	.	.	.	.	0.0434	.	Japan				
476	YY01ACn	AggCog	Third	30	0.622		0.72826052		0.19245009					"Yukawa, S., & Yoshida, F. (2001). Bouryokuteki terebigemu to kougeki: Gemu _tokusei oyobi sankasei no kouka [Violent video games and aggression: The effects of game format and participation], Tsukuba Psychological Research, 23,115-127. "	NB	y	1	M	n		Adult	East	Exp	Exp	.	.	.	.	0.622	.	Japan				
250	JK95PA	PhysArous	Third	9	0.6319		0.744572809		0.40824829					"Joh, H., & Kondo, T. (1995). Konpyutagemu ga kodomo no jiritsusinkeikeihannou ni oyobosu eikyou [Effects of computer game on responses in the autonomic nervous system in children]. Japanese Journal of Educational Psychology, 43, 418-423."	NB	y	1	MF	n		Child	East	Exp	Exp	.	.	.	.	0.6319	.	Japan				
239	ISK03AAL	AggAff	.	771	0.1052		0.105590682		3.61E-02					"Ihori, N., Sakamoto, A., Kobayashi, K., _ Kimura, F. (2003). Does video game use grow children's aggressiveness?: Results from a panel study. Proceedings of the 34th Annual Conference of International Simulation and Gaming, Kazusa Akademia Park, Chiba, Japan. pp.221-230."	NB	y	1	MF	n		Child	East	Long	Long	.	.	.	.	0.1052	.	Japan				
241	ISK03ABL	AggBeh	.	771	0.177		0.178883953		3.61E-02					"Ihori, N., Sakamoto, A., Kobayashi, K., _ Kimura, F. (2003). Does video game use grow children's aggressiveness?: Results from a panel study. Proceedings of the 34th Annual Conference of International Simulation and Gaming, Kazusa Akademia Park, Chiba, Japan. pp.221-230."	NB	y	1	MF	n		Child	East	Long	Long	.	.	.	.	0.177	.	Japan				
295	MSH01ABL	AggBeh	.	216	0.16		0.161386696		6.85E-02					"Mouri, M., Sakamoto, A., Hinoguchi, Y., Sakamoto, K., & Kobayashi, K. (2001). Terebigemu shiyou to kougekisei no ingakankei no kentou: Shogakusei ni taisuru paneru chosa [Causal relationships between video game play and aggressiveness: A panel study of elementary school students]. Studies in Simulation & Gaming, 11(1), 7-15."	NB	y	1	MF	n		Child	East	Long	Long	.	.	.	.	0.16	.	Japan				
243	ISK03ACL	AggCog	.	771	0.0894		8.96E-02		3.61E-02					"Ihori, N., Sakamoto, A., Kobayashi, K., _ Kimura, F. (2003). Does video game use grow children's aggressiveness?: Results from a panel study. Proceedings of the 34th Annual Conference of International Simulation and Gaming, Kazusa Akademia Park, Chiba, Japan. pp.221-230."	NB	y	1	MF	n		Child	East	Long	Long	.	.	.	.	0.0894	.	Japan				
266	KSS00EM1L	Empathy	.	198	0.0504		5.04E-02		7.16E-02					"Kimura, F., Sagara, J., Sakamoto, A., Sakamoto, K., & Inaba, T. (2000). Teribigemu no shiyou to shakaitekitekiousei ni kansuru juudan deta no bunseki [An anlysis for longitudinal data concerning video game use and social adjustment]. Japanese Journal of Personality, 8, 130-132."	NB	y	1	M	n		Child	East	Long	Long	.	.	.	.	0.0504	.	Japan				
268	KSS00EM2L	Empathy	.	177	-0.0514		-5.14E-02		7.58E-02					"Kimura, F., Sagara, J., Sakamoto, A., Sakamoto, K., & Inaba, T. (2000). Teribigemu no shiyou to shakaitekitekiousei ni kansuru juudan deta no bunseki [An anlysis for longitudinal data concerning video game use and social adjustment]. Japanese Journal of Personality, 8, 130-132."	NB	y	1	M	n		Adult	East	Long	Long	.	.	.	.	-0.0514	.	Japan				
238	ISK03AA	AggAff	.	771	0.138		0.138886172		3.61E-02					"Ihori, N., Sakamoto, A., Kobayashi, K., _ Kimura, F. (2003). Does video game use grow children's aggressiveness?: Results from a panel study. Proceedings of the 34th Annual Conference of International Simulation and Gaming, Kazusa Akademia Park, Chiba, Japan. pp.221-230."	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	0.109	0.1666	.	.	0.138	"T1irr,T2irr"	Japan				
306	NA06AA	AggAff	.	417	0.0237		2.37E-02		0.049147319					National Assembly for Youth Development. (2006). Seishonen yugaikankyo taisaku suishin kenkyu houkokusho [A research report for improving harMFul environments on youth]. Tokyo: Author.	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	-0.068	0.077	0.091	.	0.0237	"TimeQ1,PrefQ1,Q2"	Japan				
417	U06AA	AggAff	.	1395	0.2898		0.298347913		2.68E-02					"Uozumi, K (2006). Imadoki chuugakusei hakusho [A white paper on the current junior high school students], Tokyo: Kodansha. "	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	0.2898	.	Japan				
420	US03AA	AggAff	.	391	0.535		0.597124127		0.050767308					"Urashima, M., & Suzuki, K. (2003). Konpyuuta gemu ga kodomo no koudou ni oyobosu eikyo [The effects of playing with computer games on children’s behavior], Journal of Child Health, 50, 50-56. "	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	0.535	.	Japan				
158	EHY07AB	AggBeh	.	2205	0.1204		0.120986892		2.13E-02					"Endo, T., Hoshiyama, K., Yasuda, M., & Saito, Y. (2007). Asobi ga jidou no shinshin ni ataeru eikyo ni tsuite: Jidou no kougekisei shakaisei ni chumokushite [The effect of play on psychological aspect of children: Focusing on aggression and social development of children]. Journal of Applied Educational Research, 12, 25-34."	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	0.1204	.	Japan				
232	IC00AB	AggBeh	.	1230	0.131		0.131757175		2.85E-02					"Information and Communications Policy Bureau, Ministry of Posts and Telecommunications (2000). Kodomo no terebi to terebigemu heno sesshokujoukyou ni kansuru ankeeto chosa houkokusho [A survey report of children’ exposure to television and video games], Tokyo: Author. "	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	0.131	.	Japan				
240	ISK03AB	AggBeh	.	771	0.1924		0.194828238		3.61E-02					"Ihori, N., Sakamoto, A., Kobayashi, K., _ Kimura, F. (2003). Does video game use grow children's aggressiveness?: Results from a panel study. Proceedings of the 34th Annual Conference of International Simulation and Gaming, Kazusa Akademia Park, Chiba, Japan. pp.221-230."	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	0.1903	0.1946	.	.	0.1924	T1p&v; T2p&v	Japan				
282	M96ABF	AggBeh	.	145	-0.1565		-0.15779679		8.39E-02					"Masuda, K. (1996). Daigakusei niokeru konpyuuta, Jouhoukyouiku heno ishiki, oyobi kako, genzai no bideogemuasobi no jittai to seikakutokusei tono kankei [Attitudes toward computer and informational education, and relationships between past and present video game play and personalities among university students], Kinjogakuin Daigaku Ronsyu [Bulletin of Kinjogakuin University], 22, 53-69."	NB	y	1	F	n		Adult	East	Nonexp	NonexpS	.	.	.	.	-0.1565	.	Japan				
283	M96ABM	AggBeh	.	91	0.2068		0.209826055		0.106600358					"Masuda, K. (1996). Daigakusei niokeru konpyuuta, Jouhoukyouiku heno ishiki, oyobi kako, genzai no bideogemuasobi no jittai to seikakutokusei tono kankei [Attitudes toward computer and informational education, and relationships between past and present video game play and personalities among university students], Kinjogakuin Daigaku Ronsyu [Bulletin of Kinjogakuin University], 22, 53-69."	NB	y	1	M	n		Adult	East	Nonexp	NonexpS	.	.	.	.	0.2068	.	Japan				
294	MSH01AB	AggBeh	.	216	0.1451		0.146131373		6.85E-02					"Mouri, M., Sakamoto, A., Hinoguchi, Y., Sakamoto, K., & Kobayashi, K. (2001). Terebigemu shiyou to kougekisei no ingakankei no kentou: Shogakusei ni taisuru paneru chosa [Causal relationships between video game play and aggressiveness: A panel study of elementary school students]. Studies in Simulation & Gaming, 11(1), 7-15."	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	0.13	0.16	.	.	0.1451	"T1,T2"	Japan				
300	MWS04ABn	AggBeh	.	776	0.586		0.671552214		3.60E-02					"Matsuzaki, N., Watanabe, H., & Satou, K. (2004). Terebigemu no kougekisei ni kansuru kyouikushinrigakuteki kenkyu [Educational psychology of the aggressiveness in the video game]. Bulletin of the Faculty of Education, Ehime University, 51(1), 45-52. "	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	0.079	0.586	.	.	0.3724	"years, hours"	Japan				
307	NA06AB	AggBeh	.	438	0.2039		0.20679838		4.79E-02					National Assembly for Youth Development. (2006). Seishonen yugaikankyo taisaku suishin kenkyu houkokusho [A research report for improving harMFul environments on youth]. Tokyo: Author.	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	0.229	0.31	0.158	0.065	0.2039	"TimeQ1,Q2;PrefQ1,Q2"	Japan				
233	IC00AC	AggCog	.	1230	0.138		0.138886172		2.85E-02					"Information and Communications Policy Bureau, Ministry of Posts and Telecommunications (2000). Kodomo no terebi to terebigemu heno sesshokujoukyou ni kansuru ankeeto chosa houkokusho [A survey report of children’ exposure to television and video games], Tokyo: Author. "	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	0.138	.	Japan				
242	ISK03AC	AggCog	.	771	0.155		0.156259498		3.61E-02					"Ihori, N., Sakamoto, A., Kobayashi, K., _ Kimura, F. (2003). Does video game use grow children's aggressiveness?: Results from a panel study. Proceedings of the 34th Annual Conference of International Simulation and Gaming, Kazusa Akademia Park, Chiba, Japan. pp.221-230."	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	0.1549	0.1551	.	.	0.155	"T1hos, T2hos"	Japan				
308	NA06AC	AggCog	.	436	0.139		0.13990573		4.81E-02					National Assembly for Youth Development. (2006). Seishonen yugaikankyo taisaku suishin kenkyu houkokusho [A research report for improving harMFul environments on youth]. Tokyo: Author.	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	0.127	0.155	.	.	0.139	"Time, pref"	Japan				
265	KSS00EM1	Empathy	.	198	0.0335		3.35E-02		7.16E-02					"Kimura, F., Sagara, J., Sakamoto, A., Sakamoto, K., & Inaba, T. (2000). Teribigemu no shiyou to shakaitekitekiousei ni kansuru juudan deta no bunseki [An anlysis for longitudinal data concerning video game use and social adjustment]. Japanese Journal of Personality, 8, 130-132."	NB	y	1	M	n		Child	East	Nonexp	Nonexp	0.024	0.0429	.	.	0.0335	"T1, T2"	Japan				
267	KSS00EM2	Empathy	.	177	0.0751		0.075241668		7.58E-02					"Kimura, F., Sagara, J., Sakamoto, A., Sakamoto, K., & Inaba, T. (2000). Teribigemu no shiyou to shakaitekitekiousei ni kansuru juudan deta no bunseki [An anlysis for longitudinal data concerning video game use and social adjustment]. Japanese Journal of Personality, 8, 130-132."	NB	y	1	M	n		Adult	East	Nonexp	Nonexp	0.1257	0.0239	.	.	0.0751	"T1, T2"	Japan				
309	NA06EM	Empathy	.	375	-0.144		-0.145007898		5.18E-02					National Assembly for Youth Development. (2006). Seishonen yugaikankyo taisaku suishin kenkyu houkokusho [A research report for improving harMFul environments on youth]. Tokyo: Author.	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	-0.144	.	Japan				
337	S92EM	Empathy	.	165	-0.15		-0.151140436		7.86E-02					"Sakamoto, A. (1992). Kodomo no terebigemu shiyou to shakaitekihattatsu: Kyoukansei, kyoudousei, ninchitekihukuzatusei, kougekisei, sensoukan, gakkyunaichii, seiseki [Children’s video game use and social development: Empathy, cooperativeness, cognitive complexity, aggressiveness, attitudes toward war, sociometric status, and school achievement]. Ochanomizu University Studies in Arts and Culture, 45, 169-186."	NB	y	1	M	n		Child	East	Nonexp	NonexpS	.	.	.	.	-0.15	.	Japan				
310	NA06PB	ProsBeh	.	497	-0.046		-4.60E-02		4.50E-02					National Assembly for Youth Development. (2006). Seishonen yugaikankyo taisaku suishin kenkyu houkokusho [A research report for improving harMFul environments on youth]. Tokyo: Author.	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	-0.046	.	Japan				
418	U06PB	ProsBeh	.	1834	-0.0633		-6.34E-02		0.023369845					"Uozumi, K (2006). Imadoki chuugakusei hakusho [A white paper on the current junior high school students], Tokyo: Kodansha. "	NB	y	1	MF	n		Child	East	Nonexp	Nonexp	.	.	.	.	-0.0633	.	Japan				
138	CK03ABF	AggBeh	.	146	0.12		0.120581028		8.36E-02					"Colwell, J. & Kato, M. (2003).  Investigation of the relationship between social isolation, self-esteem, aggression and computer game play in Japanese adolescents.  Asian Journal of Social Psychology, 6, 149-158."	NB	y	1	F	n		Child	both	Nonexp	NonexpS	.	.	.	.	0.12	.	"Japan, UK"				
139	CK03ABM	AggBeh	.	159	0.08		8.02E-02		8.01E-02					"Colwell, J. & Kato, M. (2003).  Investigation of the relationship between social isolation, self-esteem, aggression and computer game play in Japanese adolescents.  Asian Journal of Social Psychology, 6, 149-158."	NB	y	1	M	n		Child	both	Nonexp	NonexpS	.	.	.	.	0.08	.	"Japan, UK"				
257	KBB07AB	AggBeh	First	99	0.238	0.232	0.242652949	0.236302205	0.102062073	0.102062073	2.315279314	97	0.022705004	"Konijn, E. A., Bijnank, M. N., & Bushman, B. J. (2007). I wish I were a warrior: The role of wishful identification in the effects of violent video games on aggression in adolescent boys. Developmental Psychology, 43, 1038-1044."	Exp	y	1	MF	y	n	Child	West	Exp	Exp	.	.	.	.	0.238	T1Int	Netherlands		t(91)=2.35	0.0105	I get r=.232 but ms reports r=.24. NONVIOLENT GAMES CONTAINED VIOLENCE
334	PDV08	AggBeh	Third	18	0.334		0.347323778		0.25819889					"Polman, H., de Castro, B. O., & van Aken, M. A. G. (2008). Experimental study of the differential effects of playing versus watching violent video games on children's aggressive behavior. Aggressive Behavior, 34, 256-264."	NB	y	1	M	n		Child	West	Exp	Exp	.	.	.	.	0.334	free play observed	Netherlands				
448	WV98AB	AggBeh	.	159	0.1912		0.193582407		8.01E-02					"Wiegman, O., & van Schie, E. G. M. (1998). Video game playing and its relations with aggressive and prosocial behavior. British Journal of Social Psychology, 37, 367-378."	NB	y	1	MF	n		Child	West	Nonexp	Nonexp	0.046	0.3134	.	.	0.1912	"Time, pref"	Netherlands				
449	WV98PBb	ProsBeh	.	166	-0.302		-0.31171886		7.83E-02					"Wiegman, O., & van Schie, E. G. M. (1998). Video game playing and its relations with aggressive and prosocial behavior. British Journal of Social Psychology, 37, 367-378."	NB	y	1	MF	n		Child	West	Nonexp	Nonexp	-0.202	-0.302	.	.	-0.253	"Time, pref"	Netherlands				
24	AEC06AA	AggAff	First	87	0.3027		0.312489289		0.109108945					"Arriaga, P., Esteves, F., Carneiro, P., & Monteiro, M.B. (2006). Violent computer games and their effects on state hostility and physiological arousal. Aggressive Behavior, 32, 358-371."	Exp	y	1	MF	y		Adult	West	Exp	Exp	.	.	.	.	0.3027	.	Portugal				
27	AEC08AA	AggAff	First	148	0.178		0.179916485		0.08304548					"Arriaga, P., Esteves, F., Carneiro, P., & Monterio, M. B. (2008). Are the effects of Unreal violent video games pronounced when playing with a virtual reality system? Aggressive Behavior, 34, 521-538."	Exp	y	1	MF	y		Adult	West	Exp	Exp	.	.	.	.	0.178	.	Portugal				
28	AEC08AB	AggBeh	First	148	0.168	0.164	0.169607861	0.165494508	0.08304548	0.08304548	1.992817766	146	0.048145344	"Arriaga, P., Esteves, F., Carneiro, P., & Monterio, M. B. (2008). Are the effects of Unreal violent video games pronounced when playing with a virtual reality system? Aggressive Behavior, 34, 521-538."	Exp	y	1	MF	y	y	Adult	West	Exp	Exp	.	.	.	.	0.168	aveInt&Dur	Portugal		"F(1, 140)=4.08"	0.045	
